Latitude,Longitude,Type,Depth,Magnitude,Time,Area,Date,Year,Month,Day
-19.8015,-178.4001,Earthquake,615.42,6.9,14:54:41,,2014-07-21,2014,7,21
-20.809,-178.676,Earthquake,615.3,5.6,00:29:19,,1972-07-16,1972,7,16
-20.828000000000003,-178.801,Earthquake,615.3,5.5,21:22:27,,1982-07-05,1982,7,5
-4.053999999999999,123.149,Earthquake,615.0,5.7,17:30:57,,1979-05-13,1979,5,13
-22.081999999999997,-179.55599999999998,Earthquake,614.6,5.5,14:54:14,,1991-02-13,1991,2,13
-20.358,-178.668,Earthquake,614.5,5.8,13:39:44,,2004-12-24,2004,12,24
-26.373,178.28099999999998,Earthquake,614.2,5.5,08:44:20,,2002-01-04,2002,1,4
-8.87,-71.35600000000001,Earthquake,614.1,5.6,03:32:08,,1984-01-17,1984,1,17
-4.8626,108.1627,Earthquake,614.0,6.6,00:26:01,,2016-10-19,2016,10,19
6.1572,123.1261,Earthquake,614.0,6.6,05:11:31,,2014-12-02,2014,12,2
-7.478,119.905,Earthquake,614.0,6.4,05:45:31,,1976-01-23,1976,1,23
-27.951999999999998,-62.972,Earthquake,614.0,6.1,17:57:17,,1977-10-22,1977,10,22
-20.943,-178.863,Earthquake,614.0,5.9,23:51:17,,1981-11-25,1981,11,25
-7.455,120.646,Earthquake,613.9,5.5,21:35:36,,1986-03-21,1986,3,21
53.424,152.762,Earthquake,613.8,5.9,13:26:32,,1997-12-20,1997,12,20
-25.398000000000003,178.101,Earthquake,613.5,5.9,15:59:57,,1990-05-17,1990,5,17
-18.858,-178.37099999999998,Earthquake,613.1,5.8,22:30:55,,2007-03-23,2007,3,23
-7.273,122.281,Earthquake,613.0,5.6,07:58:21,,1988-03-10,1988,3,10
18.823,145.042,Earthquake,612.4,6.1,07:54:43,,1995-08-24,1995,8,24
-21.038,-178.855,Earthquake,612.2,5.6,19:07:48,,1990-06-19,1990,6,19
-22.234,-179.613,Earthquake,612.2,5.5,04:33:19,,2009-06-08,2009,6,8
-20.325,-178.595,Earthquake,612.1,5.9,06:56:41,,2011-07-22,2011,7,22
-18.018,-178.408,Earthquake,612.0,5.5,15:24:57,,2006-03-02,2006,3,2
-21.973000000000003,-179.58900000000003,Earthquake,611.9,5.6,19:55:00,,1997-02-23,1997,2,23
6.545,123.431,Earthquake,611.5,5.8,22:57:41,,2010-07-23,2010,7,23
-20.842,-178.72299999999998,Earthquake,611.5,5.6,07:33:57,,2003-12-03,2003,12,3
-17.735,-179.733,Earthquake,611.4,5.9,01:13:12,,2008-06-15,2008,6,15
-18.015,-178.49,Earthquake,611.3,5.5,11:48:08,,1987-05-17,1987,5,17
-22.541999999999998,179.048,Earthquake,611.0,6.3,19:55:01,,1998-01-27,1998,1,27
-17.755,-178.12599999999998,Earthquake,611.0,5.5,05:09:24,,1985-05-18,1985,5,18
-22.12,-179.46599999999998,Earthquake,610.8,5.5,23:28:06,,1996-02-19,1996,2,19
-22.410999999999998,179.035,Earthquake,610.1,6.5,21:05:44,,1998-01-27,1998,1,27
-20.959,-178.945,Earthquake,610.1,5.5,18:01:18,,1986-02-14,1986,2,14
18.747,145.112,Earthquake,610.0,5.7,01:19:27,,1972-07-03,1972,7,3
-20.613000000000003,-178.825,Earthquake,610.0,5.5,06:10:51,,1973-04-15,1973,4,15
36.965,-3.542,Earthquake,609.8,6.3,22:08:13,,2010-04-11,2010,4,11
-28.384,-62.943000000000005,Earthquake,609.8,6.1,17:01:17,,2000-04-23,2000,4,23
-21.039,-178.942,Earthquake,609.7,6.3,19:48:15,,1989-04-16,1989,4,16
-25.511,178.331,Earthquake,609.6,5.7,15:22:09,,1997-08-26,1997,8,26
-22.19,-179.579,Earthquake,609.0,5.5,08:55:48,,1979-07-08,1979,7,8
-28.041999999999998,-63.008,Earthquake,608.8,5.9,12:15:07,,1983-12-21,1983,12,21
-28.307,-62.99,Earthquake,608.5,7.0,09:27:23,,2000-04-23,2000,4,23
-7.125,-71.638,Earthquake,608.5,6.3,22:06:58,,1986-03-26,1986,3,26
-21.596,-179.295,Earthquake,608.5,5.5,03:54:13,,1984-11-16,1984,11,16
-7.303999999999999,120.15100000000001,Earthquake,608.5,5.5,02:17:10,,1984-03-18,1984,3,18
-19.826,-178.239,Earthquake,608.4,5.6,23:30:19,,2009-08-15,2009,8,15
-20.993000000000002,-179.109,Earthquake,608.1,6.5,08:48:37,,2001-09-12,2001,9,12
-17.899,-178.645,Earthquake,608.1,5.6,12:10:50,,2000-04-01,2000,4,1
-17.917,-64.095,Earthquake,608.0,5.8,07:27:13,,2009-11-13,2009,11,13
-21.088,-178.988,Earthquake,607.9,5.6,04:18:04,,1985-11-27,1985,11,27
-21.971,-179.606,Earthquake,607.8,5.7,15:44:06,,1998-04-28,1998,4,28
-4.775,148.922,Earthquake,607.5,5.5,03:16:02,,2008-06-20,2008,6,20
-20.083,-178.31799999999998,Earthquake,607.4,5.6,00:14:36,,1985-08-06,1985,8,6
4.209,122.641,Earthquake,607.4,5.5,08:43:03,,1983-01-24,1983,1,24
3.722,122.431,Earthquake,607.2,5.7,21:27:47,,1996-02-07,1996,2,7
6.718,123.40899999999999,Earthquake,607.1,7.3,22:08:11,,2010-07-23,2010,7,23
-20.855999999999998,-179.00799999999998,Earthquake,607.0,5.6,22:49:33,,2004-03-08,2004,3,8
-20.6741,-178.8113,Earthquake,606.87,5.9,04:31:02,,2014-03-23,2014,3,23
-18.105,-178.333,Earthquake,606.7,5.6,05:48:34,,1983-11-23,1983,11,23
-22.264,-179.582,Earthquake,606.4,5.6,10:21:59,,2007-07-01,2007,7,1
-22.113000000000003,-179.577,Earthquake,606.4,5.5,09:23:57,,1996-10-07,1996,10,7
-10.5372,-70.9437,Earthquake,606.21,7.6,22:45:39,,2015-11-24,2015,11,24
-22.264,-179.493,Earthquake,606.2,5.7,18:04:53,,2007-08-11,2007,8,11
9.994,124.249,Earthquake,606.0,5.6,11:36:04,,1982-01-14,1982,1,14
-20.671999999999997,-178.766,Earthquake,605.9,6.1,23:06:02,,1970-01-28,1970,1,28
-26.271,178.273,Earthquake,605.8,5.7,03:48:52,,1994-02-16,1994,2,16
49.037,141.847,Earthquake,605.7,7.2,04:50:09,,1990-05-12,1990,5,12
6.684,123.571,Earthquake,605.3,5.5,22:19:35,,2010-07-23,2010,7,23
-20.766,-178.761,Earthquake,605.2,5.7,04:33:46,,1995-05-16,1995,5,16
-21.678,-179.392,Earthquake,605.1,6.4,11:09:53,,1970-06-28,1970,6,28
-22.18,-179.575,Earthquake,605.1,5.7,06:31:54,,1993-12-10,1993,12,10
18.586,145.303,Earthquake,605.0,6.1,20:05:17,,1970-05-10,1970,5,10
-20.969,-178.984,Earthquake,605.0,5.9,08:09:44,,1972-11-09,1972,11,9
-6.029,124.686,Earthquake,605.0,5.5,12:02:09,,1973-11-04,1973,11,4
-22.209,-179.49900000000002,Earthquake,605.0,5.5,04:25:46,,1980-01-15,1980,1,15
-17.955,-178.546,Earthquake,604.9,5.7,12:36:59,,1996-05-14,1996,5,14
-25.516,178.046,Earthquake,604.6,6.4,02:15:26,,2000-06-14,2000,6,14
-28.676,-62.928999999999995,Earthquake,604.5,6.4,21:58:17,,1987-10-27,1987,10,27
-17.929000000000002,-178.58599999999998,Earthquake,604.4,5.5,14:17:59,,1986-03-29,1986,3,29
-21.683000000000003,-179.21099999999998,Earthquake,604.4,5.5,03:36:15,,2007-05-13,2007,5,13
-21.495,-179.352,Earthquake,604.2,6.0,12:10:06,,2008-02-01,2008,2,1
-18.014,-178.37900000000002,Earthquake,604.0,5.8,06:11:06,,1977-01-21,1977,1,21
-22.053,-179.46099999999998,Earthquake,604.0,5.7,12:27:04,,2001-06-14,2001,6,14
-18.173,-177.76,Earthquake,604.0,5.5,12:55:30,,1976-10-19,1976,10,19
-20.733,-178.69799999999998,Earthquake,603.6,6.0,19:17:42,,1968-10-12,1968,10,12
-7.122999999999999,123.29,Earthquake,603.6,5.5,02:26:23,,1987-09-10,1987,9,10
-20.799,-178.826,Earthquake,603.2,6.2,19:35:49,,2010-08-16,2010,8,16
-17.941,-179.53099999999998,Earthquake,602.9,6.0,00:15:25,,2011-10-27,2011,10,27
-9.1825,-71.2574,Earthquake,602.75,6.7,05:45:18,,2015-11-26,2015,11,26
-21.734,-179.465,Earthquake,602.7,5.7,20:28:54,,1999-03-06,1999,3,6
-9.062999999999999,-71.295,Earthquake,602.6,6.1,16:44:33,,1997-03-25,1997,3,25
4.9830000000000005,123.15799999999999,Earthquake,602.5,5.7,17:41:14,,2002-12-21,2002,12,21
-8.107999999999999,-71.402,Earthquake,602.4,5.6,22:28:06,,2009-01-29,2009,1,29
18.727999999999998,145.28799999999998,Earthquake,602.2,6.8,00:32:26,,2013-05-14,2013,5,14
18.847,145.123,Earthquake,602.2,5.8,06:28:55,,1995-08-24,1995,8,24
-17.909000000000002,-178.612,Earthquake,602.0,6.0,04:12:29,,1974-10-21,1974,10,21
-22.13,-179.61,Earthquake,602.0,5.8,03:33:25,,2012-05-29,2012,5,29
-13.880999999999998,172.611,Earthquake,602.0,5.5,12:47:28,,1974-05-04,1974,5,4
-21.385,-179.158,Earthquake,602.0,5.5,11:22:26,,1974-08-10,1974,8,10
-21.983,-179.584,Earthquake,602.0,5.5,20:39:47,,2003-08-28,2003,8,28
-20.7074,-178.6609,Earthquake,601.97,5.7,17:02:02,,2013-12-17,2013,12,17
-28.19,-63.172,Earthquake,601.9,6.9,12:05:06,,1983-12-21,1983,12,21
-13.722999999999999,171.926,Earthquake,601.9,5.6,23:48:37,,1989-04-15,1989,4,15
7.319,123.765,Earthquake,601.7,5.8,22:59:49,,2010-07-23,2010,7,23
-22.06,-179.56,Earthquake,601.5,5.8,12:16:42,,1986-02-20,1986,2,20
-17.159000000000002,-64.141,Earthquake,601.4,5.9,09:28:54,,1990-02-27,1990,2,27
-19.634,-178.106,Earthquake,601.4,5.6,06:49:20,,1995-01-03,1995,1,3
-5.6610000000000005,124.831,Earthquake,601.3,5.9,09:59:01,,1984-04-01,1984,4,1
-21.811,-179.35299999999998,Earthquake,601.2,5.6,13:43:21,,2010-12-11,2010,12,11
-28.879,-63.068999999999996,Earthquake,601.2,5.5,06:18:10,,2002-11-29,2002,11,29
18.524,145.281,Earthquake,601.0,6.1,05:43:03,,1979-10-17,1979,10,17
-17.837,-178.67700000000002,Earthquake,601.0,5.9,06:29:13,,2009-01-27,2009,1,27
6.83,123.57600000000001,Earthquake,601.0,5.8,11:39:40,,1977-11-21,1977,11,21
-6.087000000000001,113.05,Earthquake,600.9,6.0,21:49:04,,1992-12-27,1992,12,27
-28.500999999999998,-63.096000000000004,Earthquake,600.5,6.9,06:36:28,,1994-05-10,1994,5,10
-9.163,-71.274,Earthquake,600.4,7.0,16:11:12,,1967-02-15,1967,2,15
-19.2592,-63.9189,Earthquake,600.21,5.6,16:42:38,,2014-01-27,2014,1,27
-19.729,-178.12,Earthquake,600.1,5.7,13:04:46,,1992-02-04,1992,2,4
-21.4,-179.243,Earthquake,600.0,5.7,02:04:24,,1972-04-24,1972,4,24
-22.178,-179.49200000000002,Earthquake,600.0,5.7,04:22:52,,1972-11-26,1972,11,26
-20.397000000000002,-178.743,Earthquake,600.0,5.6,05:37:49,,1997-11-03,1997,11,3
-20.393,-178.42700000000002,Earthquake,600.0,5.6,18:43:53,,2003-01-20,2003,1,20
-20.418,-178.572,Earthquake,600.0,5.6,06:25:30,,1977-10-30,1977,10,30
-19.718,-179.097,Earthquake,600.0,5.6,11:42:52,,1996-09-08,1996,9,8
18.792,145.247,Earthquake,600.0,5.5,15:14:04,,1995-11-14,1995,11,14
-21.893,-179.445,Earthquake,600.0,5.5,11:45:29,,2002-08-19,2002,8,19
-18.41,-177.774,Earthquake,600.0,5.5,22:14:31,,1996-11-30,1996,11,30
-13.982999999999999,170.30700000000002,Earthquake,600.0,5.5,21:25:28,,1996-12-02,1996,12,2
-9.196,-71.23,Earthquake,599.9,6.6,13:27:56,,1985-05-01,1985,5,1
-22.303,179.613,Earthquake,599.9,5.6,03:34:45,,1999-12-10,1999,12,10
-21.721,-179.347,Earthquake,599.8,5.6,14:23:33,,1995-09-12,1995,9,12
18.957,144.958,Earthquake,599.4,5.9,13:26:26,,2002-01-07,2002,1,7
-17.871,179.84900000000002,Earthquake,599.3,6.3,09:54:21,,1993-04-24,1993,4,24
-22.23,179.639,Earthquake,599.3,5.9,21:32:35,,1991-08-28,1991,8,28
-20.596999999999998,-178.574,Earthquake,599.3,5.5,11:38:18,,1990-12-21,1990,12,21
-20.3263,-178.5639,Earthquake,599.28,6.0,21:17:24,,2014-12-30,2014,12,30
-6.997000000000001,117.215,Earthquake,599.2,5.7,04:18:59,,1985-08-12,1985,8,12
-20.826,-178.688,Earthquake,599.0,6.0,01:45:09,,1979-04-24,1979,4,24
-17.812,-178.352,Earthquake,599.0,5.5,20:53:54,,1978-08-13,1978,8,13
-10.97,-70.77600000000001,Earthquake,598.8,7.0,14:30:13,,1990-10-17,1990,10,17
-21.893,-179.547,Earthquake,598.7,6.3,17:34:46,,2005-03-19,2005,3,19
-9.512,-71.249,Earthquake,598.6,6.2,20:12:51,,1983-06-02,1983,6,2
-26.868000000000002,-63.148999999999994,Earthquake,598.3,6.0,02:32:26,,2006-09-22,2006,9,22
54.891999999999996,153.221,Earthquake,598.1,8.3,05:44:49,,2013-05-24,2013,5,24
-5.972,112.225,Earthquake,598.0,6.7,09:00:20,,1967-03-24,1967,3,24
-13.817,-68.369,Earthquake,597.9,5.6,07:55:39,,1994-08-08,1994,8,8
-21.984,-179.535,Earthquake,597.6,6.5,17:52:16,,2008-01-15,2008,1,15
-17.747,-178.39,Earthquake,597.5,6.7,12:48:43,,2006-02-02,2006,2,2
-22.038,-179.53400000000002,Earthquake,597.5,5.8,04:16:58,,1986-07-02,1986,7,2
-22.314,-179.52599999999998,Earthquake,597.5,5.5,17:15:06,,1992-08-28,1992,8,28
-17.9,-178.57,Earthquake,597.4,5.7,19:46:08,,2003-10-11,2003,10,11
-9.386000000000001,-71.335,Earthquake,597.1,5.6,12:05:29,,1994-11-05,1994,11,5
-14.177,172.113,Earthquake,597.0,6.5,09:07:40,,1968-11-04,1968,11,4
-6.018,112.76899999999999,Earthquake,597.0,5.8,13:18:14,,1982-08-29,1982,8,29
-20.886,-178.855,Earthquake,596.8,5.7,18:51:14,,2008-12-09,2008,12,9
-19.937,-178.40099999999998,Earthquake,596.5,5.7,14:24:00,,2006-07-16,2006,7,16
49.073,142.303,Earthquake,596.5,5.6,08:47:26,,2002-11-05,2002,11,5
-19.7819,-178.2443,Earthquake,596.4,6.9,21:28:42,,2016-09-24,2016,9,24
-13.339,-69.446,Earthquake,596.0,6.9,15:53:50,,1994-01-10,1994,1,10
-28.691999999999997,-63.17100000000001,Earthquake,596.0,6.5,21:49:20,,1985-10-31,1985,10,31
-6.066,113.37299999999999,Earthquake,596.0,6.3,03:44:25,,1968-01-30,1968,1,30
-20.733,-178.475,Earthquake,596.0,5.7,09:58:14,,1983-05-02,1983,5,2
-24.011,178.505,Earthquake,596.0,5.5,07:05:09,,1974-04-19,1974,4,19
-6.097,113.441,Earthquake,595.9,5.6,16:29:58,,1985-08-08,1985,8,8
-22.043000000000003,-179.74200000000002,Earthquake,595.9,5.5,02:51:20,,2010-08-15,2010,8,15
-7.124,123.275,Earthquake,595.7,6.0,05:35:42,,1996-08-22,1996,8,22
6.756,123.561,Earthquake,595.7,5.5,11:47:47,,1997-12-02,1997,12,2
-6.965,124.111,Earthquake,595.6,6.2,19:42:47,,1994-08-30,1994,8,30
-7.381,120.295,Earthquake,595.6,5.8,15:07:18,,1988-10-27,1988,10,27
-22.168000000000003,-179.717,Earthquake,595.6,5.8,20:38:59,,2008-11-19,2008,11,19
-22.586,-179.683,Earthquake,595.6,5.6,01:02:28,,2001-07-23,2001,7,23
-7.077000000000001,124.28399999999999,Earthquake,595.5,6.0,18:12:20,,1985-10-25,1985,10,25
-21.763,-179.451,Earthquake,595.3,5.5,05:03:59,,2010-08-06,2010,8,6
-17.239,178.331,Earthquake,595.0,7.3,10:44:55,,2009-11-09,2009,11,9
-18.159000000000002,173.06,Earthquake,595.0,5.8,01:33:19,,1972-04-26,1972,4,26
-21.03,-178.83599999999998,Earthquake,595.0,5.7,19:26:03,,1978-03-25,1978,3,25
-21.816999999999997,-179.423,Earthquake,595.0,5.5,17:53:18,,1972-12-20,1972,12,20
18.855999999999998,145.218,Earthquake,594.9,7.1,07:06:03,,1995-08-23,1995,8,23
-19.766,-177.97299999999998,Earthquake,594.5,5.6,09:27:07,,1988-11-23,1988,11,23
-17.757,-178.55,Earthquake,594.4,6.4,18:30:16,,1966-07-21,1966,7,21
-22.18,-179.53599999999997,Earthquake,594.3,5.6,09:47:16,,1995-01-11,1995,1,11
-21.068,-178.574,Earthquake,594.0,5.8,11:28:32,,1977-07-06,1977,7,6
-9.031,-71.139,Earthquake,593.8,6.7,01:39:04,,1965-11-03,1965,11,3
-21.881999999999998,-179.498,Earthquake,593.5,6.7,02:33:04,,1969-01-24,1969,1,24
-20.29,-178.296,Earthquake,593.5,5.5,15:39:39,,1983-05-03,1983,5,3
-8.281,-71.381,Earthquake,593.4,7.1,18:28:39,,1989-05-05,1989,5,5
-21.840999999999998,-179.454,Earthquake,593.4,5.5,06:03:20,,1987-09-24,1987,9,24
-21.901,-179.301,Earthquake,593.3,5.8,07:13:11,,2004-12-17,2004,12,17
-21.866,-179.375,Earthquake,593.2,6.4,03:33:01,,1984-04-22,1984,4,22
-20.791,-178.703,Earthquake,593.1,5.5,09:22:35,,1989-04-09,1989,4,9
-20.073,-178.082,Earthquake,593.0,5.9,02:24:28,,2007-04-09,2007,4,9
-22.174,-179.56,Earthquake,593.0,5.6,08:32:19,,1978-08-17,1978,8,17
-21.816999999999997,-179.503,Earthquake,593.0,5.6,00:35:50,,1978-12-21,1978,12,21
-25.326,178.31599999999997,Earthquake,592.7,5.6,13:16:35,,2006-01-23,2006,1,23
-22.293000000000003,-179.692,Earthquake,592.6,5.7,23:03:30,,1996-04-20,1996,4,20
16.671,145.631,Earthquake,592.3,5.6,04:24:37,,1994-01-05,1994,1,5
-6.102,113.491,Earthquake,592.2,6.2,16:18:03,,1985-08-08,1985,8,8
-22.531,179.12900000000002,Earthquake,592.1,6.0,22:25:55,,1989-08-03,1989,8,3
50.478,148.849,Earthquake,592.0,5.5,20:06:36,,1973-07-28,1973,7,28
-22.214000000000002,-179.59400000000002,Earthquake,592.0,5.5,05:51:45,,1980-12-26,1980,12,26
-21.94,-179.39,Earthquake,591.9,5.5,04:08:00,,1990-10-23,1990,10,23
-20.883000000000003,-178.699,Earthquake,591.8,5.8,16:26:20,,1993-04-20,1993,4,20
-22.195999999999998,-179.704,Earthquake,591.6,6.1,21:11:20,,1996-11-17,1996,11,17
-20.837,-178.701,Earthquake,591.6,6.0,07:31:36,,2006-06-02,2006,6,2
-9.379,-71.334,Earthquake,591.3,6.1,01:13:20,,1994-11-04,1994,11,4
-17.865,-178.625,Earthquake,591.0,6.0,21:20:04,,1980-07-20,1980,7,20
-22.206999999999997,-179.64,Earthquake,591.0,5.6,15:38:52,,2003-02-13,2003,2,13
24.113000000000003,142.244,Earthquake,591.0,5.5,18:15:41,,1979-05-25,1979,5,25
-27.335,-63.20399999999999,Earthquake,590.9,6.2,01:07:55,,1967-01-17,1967,1,17
-17.985,-178.257,Earthquake,590.9,6.0,23:50:24,,1994-03-09,1994,3,9
-22.546,179.412,Earthquake,590.9,6.0,10:34:03,,1999-07-18,1999,7,18
-20.412,-178.51,Earthquake,590.8,6.9,14:53:49,,1996-10-19,1996,10,19
-21.963,-179.305,Earthquake,590.8,5.7,13:15:08,,1989-05-04,1989,5,4
-6.082000000000001,113.09700000000001,Earthquake,590.7,5.7,23:51:36,,1998-04-27,1998,4,27
-20.941,-178.713,Earthquake,590.6,5.6,00:42:25,,1991-09-30,1991,9,30
-17.956,-178.187,Earthquake,590.4,6.0,22:05:29,,1999-06-26,1999,6,26
18.014,145.626,Earthquake,590.2,6.1,06:05:01,,1982-01-04,1982,1,4
-17.993,-178.521,Earthquake,590.2,5.9,03:08:15,,1988-03-04,1988,3,4
-21.888,-179.329,Earthquake,590.0,5.6,02:58:29,,1972-03-04,1972,3,4
-22.037,-179.583,Earthquake,590.0,5.5,12:46:30,,2009-06-07,2009,6,7
-25.366,178.234,Earthquake,589.8,6.0,19:49:14,,1990-07-11,1990,7,11
-21.081,-178.847,Earthquake,589.0,5.7,01:25:01,,1979-11-06,1979,11,6
